755,58,45,3,86,5,9
181,2,98,75,55,28,17
20,41,54,17,11,64,25
741,89,70,73,48,3,49
443,85,72,15,83,3,14
999,37,33,80,65,21,14
665,35,71,40,81,4,15
367,52,33,12,64,25,11
34,19,55,45,95,1,4
549,71,8,99,21,42,37
482,90,72,100,69,9,22
961,29,52,89,74,20,6
998,62,75,77,43,50,7
719,80,49,81,62,5,33
935,28,51,25,40,28,32
613,67,24,46,15,41,44
556,84,92,51,98,1,1
644,34,26,17,52,17,31
180,99,91,11,33,36,31
494,50,51,53,4,40,56
167,70,87,44,53,40,7
567,4,55,71,4,57,39
391,29,82,93,27,27,46
960,60,12,19,63,28,9
903,55,83,20,51,6,43
419,13,46,79,45,12,43
384,53,83,94,1,54,45
499,60,60,95,7,71,22
248,60,21,41,77,10,13
394,28,61,89,35,5,60
633,47,67,91,5,54,41
997,20,77,74,80,11,9
212,80,38,91,75,23,2
153,28,88,85,25,10,65
943,77,69,66,50,22,28
859,16,28,91,90,9,1
461,10,26,32,40,55,5
87,63,29,66,59,22,19
853,42,100,83,49,8,43
150,23,46,46,54,4,42
126,40,77,7,29,56,15
57,17,26,81,76,23,1
923,3,79,36,51,1,48
681,31,73,31,90,9,1
666,56,99,92,30,61,9
586,85,71,38,52,35,13
428,79,66,52,45,16,39
675,100,42,6,42,25,33
571,67,50,92,2,73,25
638,92,3,31,65,18,17
575,10,65,29,70,3,27
690,3,6,58,32,65,3
372,1,81,11,52,20,28
423,35,31,42,94,4,2
97,80,78,68,81,5,14
682,73,11,65,28,61,11
729,45,25,16,84,11,5
149,27,23,90,59,11,30
557,29,28,98,93,4,3
36,32,54,40,42,20,38
849,79,70,62,32,26,42
474,93,66,59,84,10,6
455,40,12,31,59,16,25
724,98,41,5,40,44,16
233,72,4,75,55,26,19
14,74,37,72,45,34,21
51,79,6,88,77,13,10
272,80,45,75,59,38,3
390,34,13,74,98,1,1
258,82,49,79,62,22,16
812,31,19,7,14,2,84
991,66,15,27,1,54,45
312,43,51,82,30,17,53
86,95,59,90,54,12,34
993,39,54,51,92,6,2
754,14,96,55,26,1,73
581,53,61,35,9,50,41
544,37,5,45,18,19,63
299,64,18,27,80,15,5
517,36,32,80,29,24,47
402,13,41,18,16,19,65
971,98,96,88,77,3,20
472,16,8,75,72,19,9
439,9,36,78,7,82,11
61,2,21,67,57,43,0
471,41,14,52,70,21,9
481,36,47,35,9,40,51
88,15,94,5,14,24,62
867,5,16,29,38,17,45
533,13,96,24,91,5,4
890,20,98,18,26,61,13
765,16,55,83,4,31,65
871,37,40,23,49,13,38
952,37,23,23,32,6,62
596,97,19,14,75,24,1
873,21,29,63,97,3,0
105,78,8,94,28,66,6
161,24,69,59,12,65,23
23,100,39,58,66,33,1
822,7,65,86,20,25,55
95,65,37,64,31,54,15
209,57,39,6,11,51,38
735,83,7,98,50,34,16
488,58,43,82,58,2,40
850,36,19,73,62,26,12
77,13,11,40,11,26,63
245,45,87,52,13,44,43
108,4,47,53,18,10,72
542,56,43,26,9,43,48
318,26,41,18,89,1,10
334,99,35,71,82,8,10
449,85,77,25,89,5,6
696,56,53,64,3,17,80
259,24,88,31,71,20,9
393,27,88,81,66,31,3
269,87,46,67,19,1,80
336,9,34,27,62,33,5
487,44,44,80,49,40,11
69,75,30,43,43,22,35
921,88,55,26,61,38,1
730,3,61,86,8,65,27
932,71,92,19,87,12,1
349,1,70,18,60,19,21
826,65,16,72,80,16,4
829,65,75,36,44,13,43
930,42,83,22,94,2,4
986,51,74,18,25,46,29
459,52,47,62,5,12,83
895,63,97,11,50,18,32
876,74,29,51,28,22,50
91,42,62,64,52,4,44
498,79,52,38,35,23,42
198,29,19,42,23,35,42
254,96,33,83,29,64,7
809,33,64,30,28,47,25
983,26,15,55,63,16,21
119,43,77,100,19,27,54
35,100,70,5,11,63,26
463,89,81,88,59,17,24
840,43,2,33,18,18,64
13,21,79,33,78,12,10
506,95,25,90,21,11,68
363,13,29,83,7,42,51
342,2,73,47,60,4,36
856,50,27,78,15,75,10
841,27,79,61,82,6,12
81,5,22,32,50,19,31
906,9,55,31,88,12,0
726,75,100,56,86,10,4
851,11,14,54,90,6,4
872,24,81,55,2,47,51
104,46,4,67,67,6,27
808,23,75,68,33,2,65
197,54,59,73,8,16,76
162,61,42,42,81,15,4
413,42,36,44,18,31,51
398,11,32,25,63,16,21
437,40,51,78,20,31,49
706,60,79,34,19,71,10
292,7,17,36,43,17,40
647,70,35,31,98,2,0
253,5,8,37,18,28,54
388,59,82,15,43,34,23
83,23,51,62,36,35,29
607,4,94,32,81,15,4
870,31,78,98,88,12,0
507,65,38,58,82,6,12
311,82,65,74,36,6,58
454,8,31,68,61,10,29
210,62,77,100,13,17,70
691,84,25,65,50,10,40
919,22,15,24,91,1,8
720,88,16,8,87,13,0
229,100,20,44,78,1,21
322,84,93,47,62,30,8
523,27,68,68,56,30,14
234,34,50,61,76,19,5
440,9,90,56,56,37,7
266,61,45,90,89,5,6
710,63,67,25,46,45,9
63,99,47,100,49,46,5
432,99,95,86,16,52,32
663,56,10,83,90,9,1
606,57,69,77,47,21,32
491,30,94,69,73,16,11
697,29,93,93,30,54,16
538,6,93,51,92,3,5
115,100,63,13,78,19,3
879,71,18,71,33,35,32
635,45,9,37,98,2,0
520,27,54,6,92,6,2
3,82,46,100,26,59,15
912,27,3,80,57,34,9
893,12,82,58,92,3,5
810,86,60,70,4,65,31
458,88,25,35,85,3,12
64,81,82,7,58,7,35
132,70,43,87,8,24,68
891,80,62,87,12,87,1
417,50,79,52,13,76,11
566,20,11,32,11,28,61
563,29,51,93,80,2,18
62,28,90,2,72,12,16
208,50,64,33,2,21,77
347,14,23,88,82,12,6
832,50,2,12,17,49,34
274,10,70,99,5,77,18
195,48,95,31,76,24,0
2,29,62,28,43,2,55
58,29,51,14,91,9,0
203,55,37,73,9,2,89
936,85,71,86,38,55,7
52,1,20,25,69,22,9
668,74,79,5,9,64,27
351,65,72,60,30,53,17
110,71,24,94,94,6,0
502,7,2,71,44,34,22
658,80,74,40,18,34,48
