458,25,5,98,34,51,15
71,40,71,93,88,1,11
199,53,83,14,86,3,11
978,64,35,31,20,14,66
120,76,6,55,94,3,3
2,37,61,69,2,83,15
261,29,65,80,80,19,1
290,65,32,52,30,34,36
366,29,26,58,55,28,17
301,30,12,68,87,9,4
523,97,51,20,96,3,1
886,89,15,71,37,39,24
921,87,94,84,47,6,47
176,49,95,45,16,81,3
920,74,76,31,89,4,7
567,2,70,51,59,22,19
586,63,80,40,30,32,38
277,84,89,55,20,32,48
848,99,37,5,77,10,13
753,75,61,37,50,3,47
3,97,94,58,64,26,10
973,93,48,95,13,30,57
432,66,21,71,59,11,30
287,14,11,42,95,1,4
401,16,95,36,60,22,18
783,27,20,71,89,11,0
503,17,49,36,90,1,9
48,49,62,56,38,58,4
452,69,50,22,30,48,22
147,4,3,40,62,32,6
611,21,36,54,69,24,7
719,24,26,24,34,3,63
469,85,40,76,33,38,29
733,27,89,35,53,4,43
551,3,79,12,86,5,9
825,35,60,47,49,14,37
54,33,5,54,35,26,39
299,42,43,29,53,5,42
875,77,19,4,41,32,27
522,55,13,19,63,7,30
500,63,8,97,17,61,22
275,51,46,57,56,33,11
15,27,60,41,68,3,29
424,64,95,81,85,11,4
590,36,5,29,78,2,20
358,37,91,99,18,4,78
100,13,42,40,88,12,0
630,90,4,55,34,19,47
601,22,41,46,6,33,61
115,21,19,28,28,56,16
808,30,55,1,67,32,1
655,70,37,26,82,11,7
627,42,34,69,18,38,44
617,88,10,59,72,16,12
6,8,47,53,96,3,1
566,53,30,91,29,11,60
472,6,5,27,7,50,43
124,66,42,76,75,7,18
21,41,85,23,46,33,21
923,41,61,39,22,40,38
43,6,87,67,45,28,27
750,42,44,81,60,36,4
171,62,57,6,61,14,25
462,97,26,66,37,47,16
356,80,2,59,5,5,90
101,7,35,47,94,6,0
439,71,32,19,36,2,62
431,40,18,61,57,4,39
309,34,6,37,29,28,43
676,55,18,52,93,4,3
257,8,12,41,85,13,2
106,34,39,26,55,15,30
905,88,92,92,12,11,77
247,20,68,29,61,13,26
718,65,82,91,4,94,2
834,25,35,54,42,50,8
672,37,87,71,87,3,10
631,5,48,60,68,16,16
749,11,98,51,54,36,10
428,12,31,39,63,35,2
927,9,79,30,45,32,23
90,12,33,77,28,33,39
293,16,56,35,61,32,7
65,8,24,74,9,30,61
63,55,12,58,8,57,35
421,88,9,18,2,56,42
811,49,66,13,20,44,36
815,72,46,87,20,35,45
606,2,38,19,32,31,37
890,18,89,24,22,62,16
480,64,55,40,10,83,7
158,99,15,42,60,14,26
497,70,29,74,12,83,5
407,30,36,50,69,6,25
928,34,92,95,8,41,51
10,71,19,18,3,9,88
587,6,25,71,15,34,51
394,81,18,15,59,21,20
116,11,23,35,86,4,10
483,38,64,43,87,12,1
519,33,77,34,33,61,6
157,50,69,79,39,44,17
507,99,51,32,21,1,78
174,35,44,99,57,5,38
577,16,46,45,13,75,12
806,47,11,17,75,25,0
11,37,92,19,34,58,8
561,11,88,11,55,26,19
954,21,3,82,38,50,12
597,7,13,48,12,63,25
610,25,52,15,79,16,5
998,79,14,9,44,47,9
887,79,60,71,42,21,37
675,81,96,8,97,2,1
853,33,11,29,71,19,10
700,2,4,45,66,5,29
405,78,57,75,24,61,15
341,57,88,4,23,51,26
159,22,16,14,90,7,3
704,97,54,50,43,11,46
657,10,18,72,7,57,36
323,20,15,4,93,7,0
554,42,60,27,37,12,51
530,17,98,68,74,26,0
926,85,98,6,25,55,20
496,78,90,58,57,40,3
310,49,38,1,90,4,6
9,14,96,79,86,13,1
495,48,99,17,75,24,1
195,96,56,75,47,28,25
406,22,45,45,48,50,2
707,73,2,48,66,26,8
112,73,71,57,50,14,36
782,14,100,68,95,5,0
533,73,64,32,7,31,62
231,4,14,52,31,61,8
265,76,86,74,49,14,37
89,27,58,64,67,7,26
986,29,11,52,75,17,8
666,10,17,15,69,18,13
975,72,69,22,83,13,4
5,7,86,63,25,74,1
411,58,25,36,97,3,0
677,87,1,55,28,20,52
248,9,95,1,38,9,53
270,66,87,15,95,2,3
724,10,4,62,29,39,32
397,58,4,52,43,20,37
515,45,75,26,90,1,9
829,76,75,97,93,2,5
950,41,45,72,32,42,26
280,4,62,81,30,2,68
784,81,83,95,55,14,31
981,22,34,18,84,4,12
643,47,14,34,37,27,36
398,13,37,46,93,4,3
200,64,34,79,98,1,1
850,44,27,97,58,26,16
602,3,74,17,13,20,67
385,47,61,94,98,1,1
98,37,27,51,30,13,57
302,84,23,73,12,4,84
833,24,77,16,37,5,58
969,37,84,80,15,52,33
621,71,55,32,10,67,23
268,19,31,57,29,27,44
565,6,59,80,23,1,76
858,11,53,9,65,4,31
262,43,77,82,40,28,32
795,5,12,2,9,71,20
722,4,49,2,96,3,1
50,27,75,18,71,12,17
457,26,13,96,1,70,29
191,23,48,62,50,32,18
679,62,88,66,6,31,63
173,80,92,48,10,9,81
968,85,44,100,61,25,14
527,93,69,73,28,11,61
777,22,39,91,10,8,82
726,90,5,22,6,48,46
995,35,28,30,1,93,6
961,40,51,97,98,2,0
818,76,87,52,70,20,10
105,47,66,99,56,18,26
346,20,95,83,47,37,16
353,62,37,24,25,53,22
640,36,83,35,66,25,9
206,51,5,15,2,12,86
156,98,59,62,58,20,22
314,3,56,47,41,5,54
884,9,28,86,77,17,6
528,41,70,97,60,1,39
694,21,61,48,25,72,3
614,25,74,15,54,32,14
608,86,12,64,24,43,33
203,6,50,60,81,18,1
414,1,81,41,15,23,62
145,53,99,73,36,40,24
840,55,29,3,93,5,2
289,4,43,80,60,27,13
130,81,70,18,78,19,3
58,39,92,44,42,29,29
338,43,61,1,49,36,15
343,53,60,84,41,39,20
878,99,20,31,31,57,12
844,57,33,12,3,27,70
36,9,29,73,66,8,26
188,86,32,80,67,8,25
448,85,55,65,82,6,12
279,33,57,42,87,1,12
38,97,68,58,43,23,34
798,37,1,35,76,12,12
272,76,60,92,12,38,50
595,61,75,21,8,57,35
185,42,28,1,3,96,1
501,4,43,72,78,19,3
867,10,61,76,69,6,25
254,60,100,93,17,47,36
658,48,14,85,71,8,21
911,41,29,67,61,30,9
409,95,79,33,16,35,49
812,48,34,68,13,56,31
727,94,48,4,26,32,42
37,80,100,66,41,21,38
889,1,6,61,90,5,5
177,19,13,48,20,48,32
282,27,60,89,97,1,2
402,41,89,23,26,71,3
555,50,49,11,58,27,15
541,85,23,89,43,45,12
32,62,81,70,2,52,46
714,13,54,27,5,39,56
673,66,97,84,48,6,46
23,75,95,53,28,51,21
739,8,87,94,28,10,62
294,92,90,98,65,7,28
947,60,17,100,85,4,11
172,56,55,1,51,25,24
423,87,20,78,43,8,49
684,86,56,88,33,24,43
135,64,57,11,3,42,55
31,10,80,31,18,74,8
300,43,60,22,43,57,0
685,80,6,87,59,33,8
425,85,97,30,5,12,83
370,3,59,100,92,6,2
303,72,99,51,90,3,7
532,30,20,52,10,66,24
754,22,37,2,29,67,4
966,50,16,46,43,1,56
918,39,7,20,71,29,0
702,17,48,42,94,1,5
870,15,49,30,30,63,7
482,85,68,73,4,88,8
622,6,31,79,37,41,22
916,4,70,36,97,1,2
243,56,17,63,51,47,2
183,47,65,8,45,2,53
813,47,51,75,94,5,1
743,17,68,25,97,1,2
570,58,48,18,79,2,19
970,6,39,59,58,4,38
7,85,43,7,67,28,5
134,24,73,25,94,6,0
537,95,74,98,41,32,27
461,72,43,9,47,12,41
789,17,51,75,83,8,9
416,32,64,59,87,3,10
768,92,20,93,83,3,14
729,56,81,29,83,3,14
762,65,82,48,74,1,25
271,7,8,62,58,32,10
943,63,93,34,54,40,6
408,64,20,67,14,14,72
991,25,2,91,38,21,41
91,89,15,91,41,12,47
42,88,81,82,51,6,43
488,11,63,14,24,72,4
